SMILES,E0
CCc2nnc(NS(=O)(=O)c1ccc(N)cc1)s2,-3078.84077
O(c(c(O)ccc1CC=C)c1)C,-1979.89822
c1ccccc1C2(CC=C)C(=O)NC(=O)NC2=O,-3017.34917
CN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,-5036.11791
c1cc(N)ccc1S(=O)(=O)Nc2nc(OC)nc(OC)c2,-3765.47019
CCC1(C(=O)NCNC1=O)c2ccccc2,-2626.51538
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3861.38887
O=S(=O)(N)c(c(cc(NC(NS1(=O)=O)C(Cl)Cl)c12)Cl)c2,-3984.97109
O=C(Nc(c(ccc1)C)c1C)CN(CC)CC,-2685.08278
O=C(NS(=O)(=O)c(ccc(N)c1)c1)C,-2553.55732
OCC(O)C(O)CO,-1807.7905
OC(c(cccc1)c1)C(NC)C,-1912.15166
O=C(NCCCC)NS(=O)(=O)c(ccc(N)c1)c1,-3203.16371
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-3433.20436
Cc1ncc(N(=O)=O)n1CCO,-2299.76933
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-2851.7897
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,-3099.80787
Oc1cc(O)c2C(=O)CC(c3cc(O)c(O)cc3)Oc2c1,-3776.49925
c1cc(N)ccc1S(=O)(=O)Nc2ncc(C)cn2,-3025.4345
c1cc(N)ccc1S(=O)(=O)Nc2ncc(OC)cn2,-3320.02259
c1cc(C)ccc1S(=O)(=O)NC(=O)NC2CCCCC2,-3426.20219
COc2cc(Cc1cnc(N)nc1N)cc(OC)c2OC,-3592.66658
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3473.97867
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,-3624.58702
n(c(ccc1)C(Cl)(Cl)Cl)c1Cl,-2030.91608
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-3448.80421
c1ccccc1c2c(F)cc(C(C)C(=O)O)cc2,-3074.50165
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3385.444
CC1=C(SCCO1)C(=O)Nc2ccccc2,-2603.20686
CN(C)C=Nc1ccc(Cl)cc1C,-2042.79653
o1c(N(=O)(=O))ccc1C=NO,-2216.0651
CNC(=O)Oc1ccccc1C2OCCO2,-2893.7732
O=C(O)C(c(ccc(c1)CC(C)C)c1)C,-2431.59074
COc2ccc1cc(ccc1c2)C(C)C(O)=O,-2794.72719
c1ccccc1CNC(=O)CN2C(N(=O)=O)=NC=C2,-3262.7705
c1ccccc1c2ccc(C(=O)CCC(=O)O)cc2,-3040.44238
C1CCCCN1c2nc(N)n(=O)c(N)c2,-2532.85909
n1c(N)nc(N)c(Cc2cc(OC)c(OCCOC)c(OC)c2)c1,-4187.41891
C1CN(CCC2=CC=CS2)CCC1(COC)N(C(=O)CC)c3ccccc3,-4246.54814
n1cncn1CC(O)(c2ccc(F)cc2)c3ccccc3F,-3924.43426
N1C(=O)NC(=O)C(F)=C1,-1960.9611
CNN,-575.60572
C1=C(C)C(=O)NC(=O)N1,-1659.1819
C1=CC(=O)NC(=O)N1,-1509.08565
CCC1(CCC(=O)NC1=O)c2ccccc2,-2577.11921
O=NN(CCCC1)C1,-1415.70952
N(=Nc(cccc1)c1)c(cccc2)c2,-1979.37689
O(CCN(C1)C)C1,-1243.81476
N(CCCC1)C1,-949.27001
O(CCNC1)C1,-1094.17914
N(CCC1)C1,-799.16998
NC(=NC(#N))N,-1043.85383
C1=CC(=O)NC(=O)N1C,-1658.84963
O=C(NCC1)C1,-1067.93624
N(CCCC1)(C1)C,-1098.90484
CN1C(=O)C=CC=C1,-1312.88466
C=CC#N,-593.96641
c1ccccc1C#N,-1112.56555
N#Cc(c(C#N)ccc1)c1,-1407.401
N(Nc(cccc1)c1)c(cccc2)c2,-2007.01744
Oc(ccc(N)c1)c1,-1312.88176
c1cccc(N)c1C(=O)O,-1731.56818
O=C(O)c(ccc(N)c1)c1,-1731.59073
O=C(OC)N,-1090.4408
O=C(OCCCC)N,-1540.42234
O=C(OCC(C)C)N,-1540.49379
O=C(OC(C)(C)C)N,-1540.74903
O=C(OCc1ccccc1)N,-1881.12501
NC(=O)N,-845.31626
O=C(N)NO,-1139.23507
O=C(N)N(C)N=O,-1461.3292
O=C(N)N(CC)N=O,-1611.33317
O=C(N(C)C)N(C)C,-1444.18143
NC(=O)NCc1ccccc1,-1785.7396
CC(=O)N,-795.38093
CC(=O)N(C)C,-1094.80921
O=C(N)c(cccc1)c1,-1435.91684
O=C(N)c(c(ccc1)C(=O)N)c1,-2054.29251
O=C(Nc(cccc1)c1)C,-1585.95868
O=C(N(C)C)Nc(cccc1)c1,-1935.31287
CNC(=O)Oc1ccccc1OC(C)C,-2625.76885
C1=CC2C(N(C)C5)Cc3ccc(O)c4c3C2(C5)C(O4)C1O,-3415.06923
COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C,-3565.41082
CCCN(=O)=O,-1237.39133
O=N(=O)c(cccc1)c1,-1578.01281
O=N(=O)c(c(ccc1)C)c1,-1728.14578
O=N(=O)c(cccc1C)c1,-1728.17921
O=N(=O)c(ccc(c1)C)c1,-1728.21012
O=N(=O)c(ccc(O)c1)c1,-1873.52056
O=N(=O)c(c(O)ccc1)c1,-1873.5552
O=N(=O)c(cccc1O)c1,-1873.41766
O=N(=O)c(cc(N(=O)=O)c(O)c1C(CC)C)c1,-3233.87786
O=C(O)c(cccc1N(=O)=O)c1,-2291.87365
O=N(=O)c(c(OC)ccc1)c1,-2022.84992
O=N(=O)c(ccc(OC)c1)c1,-2023.06231
O=N(=O)c(cccc1N)c1,-1777.96691
O=N(=O)c(ccc(N)c1)c1,-1778.12702
NC(=N)NCC(=O)O,-1612.54227
Nc(ccc(c1)Cl)c1,-1271.10163
Nc(c(ccc1)Cl)c1,-1271.0979
Nc(ccc(c1Cl)Cl)c1,-1524.5922
FC(F)(F)c(cccc1N)c1,-2524.74741
Nc(c(cc(c(ccc(N)c1Cl)c1)c2)Cl)c2,-2515.4295
Clc1cccc(Cl)c1C#N,-1619.56392
n(c(nc(n1)NCC)NCC)c1Cl,-2220.08463
n(c(nc(n1)N(CC)CC)NCC)c1Cl,-2519.78269
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-2664.82094
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-2520.12591
CC(C)OC(=O)Nc1cccc(Cl)c1,-2434.81057
O=C(N(OC)C)Nc(ccc(c1)Cl)c1,-2482.75767
O=C(N(C)C)Nc(ccc(c1)Cl)c1,-2188.87572
O=C(N(OC)C)Nc(ccc(c1Cl)Cl)c1,-2736.21361
O=C(N(C)C)Nc(cccc1C(F)(F)F)c1,-3442.53456
CC(C)N(C(=O)CCl)c1ccccc1,-2288.7137
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2892.23758
CC1=C(Cl)C(=O)N(C(C)(C)C)C(=O)N1,-2512.26891
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-3274.56646
O=N(=O)c(ccc(Oc(c(cc(c1)Cl)Cl)c1)c2)c2,-3170.81725
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-4944.28432
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3350.57124
CCCCS,-803.54375
c1ccccc1S,-994.57564
CCNc1nc(NC(C)C)nc(SC)n1,-2443.64706
CCNc1nc(NC(C)(C)C)nc(SC)n1,-2593.65217
N(C(=S)NC1)C1,-998.61957
CCNC(=S)NCC,-1325.7734
NC(=S)Nc(cccc1)c1,-1516.67314
n(ccc(n1)O)c1S,-1389.80759
O=C(NS(=O)(=O)c1cccc2)c12,-2176.08337
O=S(=O)(N)c(ccc(c1)C)c1,-1935.04873
O=S(=O)(N)c(c(ccc1)C)c1,-1934.99392
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-4404.4816
O=P(OCC)(OCC)OCC,-2299.48358
O=P(Oc1ccc(O)cc1C)(Oc2cc(O)ccc2C)Oc3c(O)cccc3C,-5108.66796
CCOP(=S)(OCC)SCSCC,-2388.57147
CCOP(=S)(OCC)SCCSCC,-2538.63326
COP(=S)(OC)SCN2C(=O)c1ccccc1C2=O,-3411.62759
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-3181.96027
COP(=S)(OC)Oc1ccc(cc1)N(=O)=O,-3132.14167
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-3385.45525
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-3647.24359
O=P(SCCCC)(SCCCC)SCCCC,-2842.75353
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-3087.66126
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-3132.2358
O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C,-4966.96678
O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C,-4671.71062
C1C(O)CC2CC(O)C3C4CCC(C(C)CCC(=O)O)C4(C)CCC3C2(C)C1,-4671.57217
CC(CCC(O)=O)C3CCC4C2C(O)CC1CC(O)CCC1(C)C2CCC34C,-4671.72094
c1cc2N3C(C)=NN=C3CN=C(c4c(Cl)cccc4)c2cc1Cl,-3527.10424
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1,-4184.12232
s1c(N)ncc1,-971.25116
N(c(c(c(ccc1)cc2)c1)c2)=C=S,-1807.46839
N#CCCCl,-875.3049
N#CCC=CC,-894.12021
O=C(Nc(ccc(N)c1)c1)C,-1785.84645
O=C(Nc(ccc(c1)Br)c1)C,-1794.91498
O=C(Nc(ccc(c1)F)c1)C,-2038.15923
O=C(Nc(ccc(c1)C=O)c1)C,-2003.84171
O=C(Nc(ccc(c1)I)c1)C,-1795.85027
O=C(Nc(ccc(c1)OC)c1)C,-2030.86221
CN(C)C(=O)NC1CCCCCCC1,-2316.94066
CCCCOc2cc(C(=O)NCCN(CC)CC)c1ccccc1n2,-3997.70293
CN(C)CCC=C2c1ccccc1COc3ccccc23,-3097.77163
FC(F)(F)c(cccc1C(n(ncn2)c2)(c(cccc3)c3)c(cccc4)c4)c1,-4872.14057
N(c(c(ccc1)C2)c1)C2,-1290.13625
O=C(NC1C2C3CCCC3C(C1)C2)N(C)C,-2562.0487
CC(C)c1ccc(NC(=O)N(C)C)cc1,-2385.35158
Cc1ccc2C(=O)C(C(=O)O)=CN(CC)c2n1,-2894.75014
C1CNCCN1c2ncc3C(=O)C(C(=O)O)=CN(CC)c3n2,-3766.12389
CC34CCC1C(CCC2=CC(=O)CCC12)C3CCC4(O)C#C,-3397.62368
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-3966.08895
O=C1C=C2C(C)CC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C3C2(C)C=C1,-4583.99893
Oc1c(I)cc(C#N)cc1I,-1827.3355
O=C1NC(=S)NC(=O)C1(CC)C(C)CCC,-2735.39804
O=C(NC(=O)C(O)(C1=O)C(O)(C(=O)NC(=O)N2)C2=O)N1,-4172.74744
Cc1c(C)cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2c1,-4875.13301
O=C(O)c(c(c(N)cc1Cl)Cl)c1,-2238.43946
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-2782.24034
CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)cccc3C4(C)O,-5760.84832
O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4)C)C3=O)C2O)C1=O,-6057.1428
O=C(O)C(N)Cc(cccc1)c1,-2031.04394
CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2675.92537
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-2903.90655
O=C(O)C(N)CCSC,-1716.89777
CCCCN(CC)C(=O)SCCC,-2171.31521
O=C(OC)c(cccn1)c1,-1730.76299
CCCOC(=O)c1ccc(N)cc1,-2181.12248
O=C(OCC1)C1,-1163.22141
O=C(OC)c(cc(O)c(O)c1O)c1,-2566.95668
O=C(OC)c(ccc(O)c1)c1,-1976.52427
O=C(OCC)C=Cc(cccc1)c1,-2103.37635
O=C(OCC)CCC(=O)OCC,-2353.98956
O=C(OCC=C)c(c(ccc1)C(=O)OCC=C)c1,-3088.54087
O=C(OCCCC)c(cccc1)c1,-2131.02198
O=C(OC)c(ccc(N)c1)c1,-1881.0817
CCCCCCOC(=O)c1ccc(N)cc1,-2631.0288
CCCCCCCOC(=O)c1ccc(N)cc1,-2780.97041
CCCCCCCCOC(=O)c1ccc(N)cc1,-2930.8485
O=C(Nc(cccc1)c1)c(c(O)ccc2)c2,-2522.05838
ONc(cccc1)c1,-1311.60777
S(c(cccc1)c1)C,-1144.37819
O=CNc(cccc1)c1,-1435.66611
c1cc(NC(=O)C)ccc1S(=O)(=O)N,-2553.32814
O=C(Nc(cccc1C)c1)C,-1736.12633
O=C(Nc(c(N(=O)=O)ccc1)c1)C,-2346.45211
O=C(N(c(cccc1)c1)C)C,-1735.61129
O=C(Nc(c(O)ccc1)c1)C,-1881.34739
c1cc(N)ccc1C(=O)OCCNCCCCC,-2980.26791
c1c(N(=O)(=O))cc2C(c3ccccc3)=NCC(=O)N(C)c2c1,-3581.61468
c1cc(OCCCC)ccc1C(=O)OCCN(CC)CC,-3525.08095
n(c(N(Cc(cccc1)c1)CCN(C)C)ccc2)c2,-2806.53748
C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(C)C4(C)CCC3C2(C)C1,-3848.67598
C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C1,-4562.43378
C1CCCCC1CC,-1199.65304
c1c(Cl)c(Cl)cc(O)c1OC,-2064.84759
O=C(C(=CCC1C(=C)C)C)C1,-1712.51048
O=N(=O)NC(=N)N,-1508.89282
O=C(N)CCl,-1048.67547
O=C(NC(=O)C1=O)N1,-1654.22146
O=C(O)CCI,-1250.72774
O=N(=O)OCC(ON(=O)=O)CON(=O)=O,-3640.68471
O=C(NC(=O)C)N,-1413.50917
OCC(O)CO,-1362.60634
O=C(NC(=O)C(=O)C1=O)N1,-2072.09276
O=C(NC(=O)C(N(=O)=O)C1=O)N1,-2564.78455
O=C1N=CN=CC1,-1212.11482
O=C(NC(=O)C1)C1,-1336.58283
O=C(NCC(=O)N1)C1,-1535.94076
O=C(NC(NC(=O)N1)C1=O)N,-2204.35276
ClCCS(=O)CCCl,-1605.1546
ClCCS(=O)(=O)CCl,-1750.69568
O(CC(O)C1)C1,-1189.93919
CCC(N)C(=O)O,-1390.37607
O=C(O)CC(N)C,-1390.47122
O=C(O)C(N)C(O)C,-1685.51286
C1(=O)NC(=O)NC(C(=O)O)=C1,-2222.73726
n(c(O)ccc1)c1,-1162.95481
n(cccc1O)c1,-1162.67244
O=C(N(C(C1=O)(C)C)Cl)N1Cl,-2190.3576
n(cc(c(n1)O)C)c1S,-1539.91328
n(c(O)cc(n1)C)c1S,-1540.00899
CCC1NC(=O)NC1(=O),-1686.22219
CC(=O)N=C1N(C)N=C(S(=O)(=O)N)S1,-2705.79562
O=C(O)C(N)CCC(=O)N,-2008.74424
N(CSC(N1C)=S)(C1)C,-1474.70552
c1c(Cl)c(Cl)c2nsnc2c1Cl,-2099.07929
c1c(Cl)nc2cncnc2n1,-1787.6155
c1cnc2cncnc2n1,-1534.27468
c1cnc2cnc(S)nc2n1,-1711.32111
c1c(S)nc2cncnc2n1,-1711.34432
O=C(O)C=CC(N=CN1)=C1,-1780.52159
CN1C(=O)NC(NC2=O)=C(N2)C1=O,-2449.5008
O=N(=O)OC(C(OCC1ON(=O)=O)C1O2)C2,-3571.76062
O=C(O)C(N)CC(N=CN1)=C1,-2007.85461
C=CCS(=O)SCC=C,-1519.35673
CN(C)NC(=O)CCC(O)=O,-2157.63454
OC1C(O)C(O)C(O)C(O)C1,-2376.25959
OC1C(O)C(O)C(O)C(O)C1O,-2671.46155
NC(=O)OCCCCC,-1690.38848
NC(=O)OCC(C)(C)C,-1690.46099
OCC(O)C(O)C(O)C(O)CO,-2698.32149
O=N(=O)c(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl,-2844.89712
Oc1c(Br)cc(C#N)cc1Br,-1825.66201
O=C(O)c(c(O)c(cc1I)I)c1,-2246.31847
O=C(O)c(c(ccc1)I)c1,-1741.20704
c1cnc2c(C)ncnc2n1,-1684.48705
c1cnc2cnc(C)nc2n1,-1684.44025
c1c(C)nc2cncnc2n1,-1684.45917
c1cnc2cnc(OC)nc2n1,-1979.18411
c1c(OC)nc2cncnc2n1,-1979.3212
c1cnc2c(SC)ncnc2n1,-1861.19458
c1cnc2cnc(SC)nc2n1,-1861.13632
O=Cc(c(O)ccc1)c1,-1530.72411
O=C(O)c(cc(O)c(O)c1O)c1,-2417.49481
O=C(N)c(c(O)ccc1)c1,-1731.39401
c1ccccc1NC(=O)NN,-1834.81114
c1cc(N)ccc1S(=O)(=O)NC(=N)N,-2507.04413
O=C(CCCC1C)C1,-1317.84826
C1CCCC(C)C1=O,-1317.89641
NC(=O)OCCCCCC,-1840.34192
O=C(OC(=O)c1cccc2)c12,-1921.8104
O=C(O)Cc(c(ccc1Cl)Cl)c1Cl,-2442.11267
O=C(O)COc(c(cc(c1Cl)Cl)Cl)c1,-2736.6
OC(=O)c1ccccc1C(F)(F)F,-3038.61659
OC(=O)COc1ccccc1Cl,-2229.67973
O=C(O)COc(ccc(c1)Cl)c1,-2229.82812
O=C(OC)c(c(c(N)cc1Cl)Cl)c1,-2387.97673
C1CCCCC1OC(=O)C,-1763.32611
O=C(O)c(ccc(O)c1OC)c1,-2271.70233
Oc(cc(c(c1C)Cl)C)c1,-1666.97825
c1ccc(N)cc1C(=O)C,-1585.67597
O=C(c(ccc(N)c1)c1)C,-1585.78331
Oc(c(c(cc1)C)C)c1,-1413.24296
Oc(c(ccc1C)C)c1,-1413.28972
Oc(c(ccc1)C)c1C,-1413.23977
Oc(ccc(c1C)C)c1,-1413.2821
O=C(O)C(C(C(=O)O)C(O1)CC2)C12,-2594.9826
O=C(N(CC=C)CC=C)C(Cl)Cl,-2145.54583
O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl,-3703.93601
OC(c(cccc1)c1)CN,-1612.45452
CCN(CC)C(=S)SCC(Cl)=C,-1978.11421
CCCCC(=O)CC(=O)C,-1763.10989
CC(=O)C(CCC)C(=O)C,-1763.06457
CC(C)(C)C(=O)CC(=O)C,-1763.16361
N1CCCCC1CC(=O)C,-1667.22798
O=C1NCCN1C(=O)NCC(C)C,-2335.90847
CC1(C)CC(C)CC1,-1199.67782
CC1CCC(C)CC1,-1199.57957
C1C(CCC)CCC1,-1199.57054
C1C(C)C(C)CCC1,-1199.62276
NC(=O)OCCCCCCC,-1990.26422
CCCC(O)C(CC)CO,-1817.20895
CN2C(=O)ON(c1ccc(Cl)c(Cl)c1)C2=O,-2977.43078
Cc1cccc2sc3nncn3c12,-1934.13235
O=C(O)C(Oc(c(cc(c1)Cl)Cl)c1)C,-2633.33885
c1ccccc1C(=C)C(=O)O,-1803.6742
O=C(O)COc(c(cc(c1)Cl)C)c1,-2379.97945
O=C(C(Cc1cc(c(c(c1)I)O)I)N)O,-2745.94496
O=C(O)CCc(cccc1)c1,-1831.58586
OCC(C(O)=O)c1ccccc1,-2126.63718
O=C(c(ccc(N)c1)c1)CC,-1735.68877
c1ccccc1NC(=O)CC,-1735.87207
O=C(Oc(cccc1C)c1)NC,-2031.05123
O=C(O)C(N)Cc(ccc(O)c1O)c1,-2621.73992
OC(=O)CC(C)(C(=O)O)C(C)(C)C(=O)O,-3068.28543
C1C(N2C)CC(O)C(C(=O)O)C2C1,-2380.90666
O=C(O)CCCCCCCC(=O)O,-2504.62755
O=C(ON=C(C(C)(C)C)CSC)NC,-2487.68832
CCCCCCCCOC(=O)N,-2140.30806
ClC1=C(Cl)C(Cl)(C2(Cl)Cl)C3CC=CC3C12Cl,-2909.91638
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3205.094
O=C1C(Br)=C(N)C=NN1c2ccccc2,-2411.53639
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O,-3371.34723
c1ccc2c(O)cc(C)nc2c1,-1831.20025
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-2488.11909
OC(=O)CCCOc1ccc(Cl)cc1Cl,-2783.48759
c1cc(N)ccc1S(=O)(=O)Nc2cnccn2,-2875.01029
COc1ccc2COC(=O)c2c1OC,-2543.4873
OC(=O)c1c(C=O)ccc(OC)c1OC,-2838.82617
O=C(O)C(Oc(c(cc(c1)Cl)C)c1)C,-2529.98312
CNC(=O)ON=C1C(C2)C(C#N)CC2C1Cl,-2804.79043
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3279.32562
O=C(N(S(=O)(=O)Nc1cccc2)C(C)C)c12,-2826.05397
OCC1OC(C(O)C1O)n2cnc3C(=O)NC=Nc23,-3611.17426
O(c(ccc(c1)C=CC)c1)C,-1684.91357
c1cc(Cl)ccc1S(=O)(=O)NC(=O)NCCC,-3106.69678
ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,-4354.77882
O=C(N(C(=O)C(N(C=N1)CC(O)CO)=C12)C)N2C,-3343.68955
Nc(c(ccc1)CC)c1CC,-1617.5601
OCCN(c(cccc1)c1)CCO,-2207.19175
O=C(C(C(C1C2)(C)C)(C2)C)C1,-1740.15792
O=CC=C(CCC=C(C)C)C,-1739.45213
O=C1C(C)CCC(C(C)=C)C1,-1740.04068
O=C(O)C(C(C(C(=O)O)C1)(C)C)(C1)C,-2627.22974
OC(C(C(C1C2)(C)C)(C2)C)C1,-1767.22518
O(C(CCC1C2)(C2)C)C1(C)C,-1767.7097
OC(C=C)(CCC=C(C)C)C,-1766.65852
OC(C(CCC1C)C(C)C)C1,-1794.82795
c1cc2C(=O)C=C(C)C(=O)c2cc1,-2048.99337
c1ccc2C(O)N3CCC(O)C3=Nc2c1,-2476.20582
n(c(c(ccc1C)cc2)c1)c2C,-1685.87274
O=S(=O)(Nc(nccc1)c1)c(ccc(N)c2)c2,-2825.41916
O=S(=O)(Nc(nccc1C)n1)c(ccc(N)c2)c2,-3025.52995
Cc1cc(C)c(NC(=O)C)cc1NS(=O)(=O)C(F)(F)F,-4359.91178
O=C1N(c2ccccc2)N(C)C(C)=C1N,-2379.33616
c1cc(N)ccc1S(=O)(=O)Nc2nc(C)c(C)o2,-3147.75255
O=S(=O)(Nc(onc1C)c1C)c(ccc(N)c2)c2,-3146.6953
C1=CC(=O)N2CC(C3)CNCC3C2=C1,-2208.07149
CCSCc1ccccc1OC(=O)NC,-2507.49568
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2702.44694
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-3133.02914
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2530.20977
C1C(C)(C)CC(=O)C=C1OC(=O)N(C)C,-2653.42302
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-3293.51959
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-2929.80785
Cc1c(CCCC)c(O)nc(N(C)C)n1,-2462.35923
CCSC(=O)N(CC)C1CCCCC1,-2294.16348
O=C(OC)CCCCCCCCC,-2240.07193
O=C(N(CC(C)C)CC(C)C)SCC,-2321.30024
O=C(O)CCCCCCCCCCN,-2440.08057
O(c(c(O)cc(c1)Cl)c1)c(c(cc(c2)Cl)Cl)c2,-2959.12786
O=C1C=Cc2cc3ccoc3c(OC)c2O1,-2761.22027
c1c(C(F)(F)F)cccc1N2C(=O)C(Cl)=C(NC)C=N2,-4113.02796
O=NN(c(cccc1)c1)c(cccc2)c2,-2274.19923
Cc1occc1C(=O)Nc2ccccc2,-2398.6811
O=S(=O)(c(ccc(N)c1)c1)c(ccc(N)c2)c2,-2775.64304
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-2582.93043
c1cc(N)ccc1S(=O)(=O)Nc2nc(C)nc(C)c2,-3175.74201
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-2949.21149
c1cc(N)ccc1S(=O)(=O)Nc2nnc(C(C)(C)C)s2,-3378.67259
O=C(OCCC(C)C)c(c(O)ccc1)c1,-2576.62774
O=C(NCCCC)NS(=O)(=O)c(ccc(c1)C)c1,-3153.0433
N(CCCC)(CCCC)CCCC,-2025.68422
Clc1cc(N(=O)(=O))ccc1NC(=O)c2cc(Cl)ccc2O,-3789.41759
OC(=O)c1cccnc1Nc2cc(C(F)(F)F)ccc2,-4079.02161
c1ccc2c(c1)cnc3ccccc23,-1903.88767
O=C(Nc(cccc1)c1)Nc(cccc2)c2,-2426.40677
CC1=C(CCCO1)C(=O)Nc2ccccc2,-2576.34393
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2947.18064
c1cc(N)ccc1S(=O)(=O)N(C(=O)C)c2onc(C)c2C,-3715.10605
CC(=O)Oc1c(N(=O)(=O))c(C)c(N(=O)(=O))cc1C(C)(C)C,-3951.80923
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3493.27061
c1cc(CC(C)C)ccc1C(C)C(=O)NO,-2629.84895
c1c(CO)c(O)ccc1C(O)CNC(C)(C)C,-2952.92688
O=C(OC)CCCCCCCCCCC,-2540.0375
ClC(=C(c1ccccc1Cl)c2ccc(cc2)Cl)Cl,-2894.7253
O=C(c(c(C(=O)c1c(O)c(O)cc2)ccc3)c3)c12,-3008.37261
O=C(NC(=O)c(c(F)ccc1)c1F)Nc(ccc(c2)Cl)c2,-4002.45792
c1ccc2C(=O)N=C(c3ccccc3)Oc2c1,-2616.89592
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-2922.22106
OC(=O)c1ccccc1Nc2cc(C(F)(F)F)ccc2,-4029.22758
c1ccc2cc3ccccc3c(O)c2c1,-2149.32981
Oc1ccc2Oc3cc(OC)cc(O)c3C(=O)c2c1,-3330.4818
c1ccccc1C(=O)NC(=O)c2ccccc2,-2644.63669
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-4999.40101
N(c(c(S1)cc(c2)C)c2)=C1c(ccc(N)c3)c3,-2430.66774
CC1=CC(=O)c2c(OC)c3ccoc3c(OC)c2O1,-3355.93298
n(c(c(c(c1)C)ccc2c(ccn3)C)c23)c1,-2253.61713
OC(c(cccc1)c1)Cc(cccc2)c2,-2203.60967
c1ccccc1C(O)C(O)c2ccccc2,-2498.90209
S=P(OCC)(OCC)Oc1ccc2C(C)=C(Cl)C(=O)Oc2c1,-4034.44667
c1ccc2C(=O)N(C(CCl)SP(=S)(OCC)OCC)C(=O)c2c1,-4115.1112
O=C1NC(=O)NC(=O)C1(CC)C2=CC(C3)CCC3C2,-3222.53104
COc2ccc(CC1NCC(O)C1OC(C)=O)cc2,-3343.83508
CC1CCCCC1NC(=O)Nc2ccccc2,-2658.2589
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-3448.80376
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4120.00568
